currentState,packetSize,interArrivalTime
online video games,[92.3763332],[0.01059415]
online video games,[117.21215746],[0.00747171]
online video games,[122.59348564],[0.00904481]
online video games,[218.20841735],[0.02085152]
online video games,[115.19573961],[0.00104701]
online video games,[105.3530625],[0.01301089]
online video games,[123.36798137],[0.00480311]
online video games,[136.83560551],[0.00033296]
online video games,[152.34469611],[0.01953435]
online video games,[51.25732198],[0.0062819]
online video games,[107.87898528],[0.01272199]
online video games,[112.28138305],[0.00460862]
online video games,[322.08017648],[0.01721363]
online video games,[82.47655287],[0.01043314]
online video games,[426.88528899],[0.00041304]
online video games,[166.05993656],[0.01300792]
online video games,[112.55701545],[0.02211854]
online video games,[114.81050669],[0.00446609]
online video games,[113.75684857],[0.00110512]
online video games,[173.95112095],[0.00444598]
online video games,[115.91642743],[0.00168809]
online video games,[416.0487737],[0.00662587]
online video games,[126.20792922],[0.00742917]
online video games,[187.62852217],[0.04005493]
online video games,[197.90733869],[0.00621382]
online video games,[115.06120456],[0.00659527]
online video games,[1136.56025703],[0.00409674]
online video games,[321.99680263],[0.00869405]
online video games,[79.92370999],[0.00023888]
online video games,[117.90340437],[0.00223295]
online video games,[694.21197183],[0.00881858]
online video games,[113.26134325],[0.00017409]
online video games,[414.64230783],[0.00618285]
online video games,[265.84644909],[0.00487093]
online video games,[101.41390192],[0.0176852]
online video games,[167.76469926],[0.00307041]
online video games,[110.04266706],[0.01289415]
online video games,[87.15832828],[0.00847623]
online video games,[145.25429184],[0.00080783]
online video games,[79.79780773],[0.00130245]
online video games,[114.9976496],[0.00099573]
online video games,[132.19450027],[0.0127907]
online video games,[265.86436953],[0.06824547]
online video games,[116.58640494],[0.00165918]
online video games,[138.59421083],[0.00320892]
online video games,[127.5725306],[0.00216644]
online video games,[163.34164913],[0.01176183]
online video games,[115.04564309],[9.26658753e-05]
online video games,[114.41119481],[0.00960113]
online video games,[120.18693984],[0.00463063]
online video games,[115.15404587],[0.06169258]
online video games,[214.94377425],[0.00057639]
online video games,[132.72207378],[0.00774274]
online video games,[73.09749109],[0.00234152]
online video games,[128.20196935],[0.0047522]
online video games,[110.24084217],[0.00353412]
online video games,[158.48167971],[0.01280777]
online video games,[130.49762825],[0.0091425]
online video games,[125.10211322],[0.00131124]
online video games,[263.97319847],[0.00027225]
online video games,[114.48046334],[0.01079014]
online video games,[290.73744009],[0.00080153]
online video games,[95.89650971],[0.00206095]
online video games,[130.21743641],[0.00126534]
online video games,[95.86912354],[0.00287372]
online video games,[367.64258244],[0.01928557]
online video games,[183.59840367],[0.00462214]
online video games,[97.82881512],[0.01407443]
online video games,[104.10066747],[0.00265297]
online video games,[115.01993769],[0.00198834]
online video games,[117.04530517],[0.00470144]
online video games,[70.38610705],[0.00043182]
online video games,[195.93977284],[0.017366]
online video games,[115.56803602],[0.01247811]
online video games,[64.61152025],[0.00829551]
online video games,[153.99321733],[0.00910764]
online video games,[257.68767563],[0.00163184]
online video games,[118.26286645],[0.00387807]
online video games,[104.25660212],[0.02032203]
online video games,[122.21379563],[0.00133479]
online video games,[121.30207443],[0.00351616]
online video games,[118.21050787],[0.00049243]
online video games,[114.78152181],[0.00129984]
online video games,[149.40696675],[0.02206149]
online video games,[90.44441514],[0.01206687]
online video games,[311.44780216],[0.00080514]
online video games,[118.79938827],[0.00311065]
online video games,[93.74993656],[0.00232829]
online video games,[159.91971875],[0.00216637]
online video games,[104.72187999],[0.0146844]
online video games,[115.02006172],[0.00672586]
online video games,[66.52729751],[0.01989897]
online video games,[121.78723829],[0.00374328]
online video games,[116.36748582],[0.02956084]
online video games,[103.37528646],[0.0085724]
online video games,[80.39156675],[0.00655393]
online video games,[118.35931942],[0.00388961]
online video games,[126.30589194],[0.00926905]
online video games,[116.37700901],[0.00022031]
online video games,[146.29187746],[0.01614679]
online video games,[106.09467649],[0.00873421]
online video games,[179.57480727],[0.0144244]
online video games,[108.35419487],[0.01128644]
online video games,[192.0482231],[0.00017803]
online video games,[179.76612707],[0.00726435]
online video games,[119.63477108],[0.01987024]
online video games,[115.03321375],[0.00212059]
online video games,[136.18135397],[0.02596682]
online video games,[125.87757648],[0.00079882]
online video games,[140.31610822],[0.0005175]
online video games,[107.89424227],[0.01820474]
online video games,[155.4180807],[0.00336461]
online video games,[186.65657688],[0.01156126]
online video games,[119.19264835],[0.00167649]
online video games,[124.76400007],[0.02404907]
online video games,[282.59867025],[0.01313392]
online video games,[212.3241034],[0.00680354]
online video games,[100.05273459],[0.00092085]
online video games,[131.09567344],[0.0039386]
online video games,[92.5239401],[0.0010387]
online video games,[273.65052922],[0.00089851]
online video games,[79.96151121],[0.00517565]
online video games,[166.67701141],[0.00239541]
online video games,[115.15889606],[0.01569363]
online video games,[134.44686448],[0.0044333]
online video games,[118.84283407],[0.0090252]
online video games,[103.49602641],[0.00500068]
online video games,[106.51264972],[0.01409312]
online video games,[114.55765451],[0.00378838]
online video games,[110.88460733],[7.03510459e-05]
online video games,[115.96013588],[0.00728922]
online video games,[139.58839938],[0.00047417]
online video games,[63.6504815],[0.00171096]
online video games,[132.03303337],[0.0021129]
online video games,[141.59255276],[0.00035426]
online video games,[285.94180524],[0.00047863]
online video games,[130.84175741],[0.00485192]
online video games,[88.22063176],[0.01715635]
online video games,[116.57591522],[0.00378275]
online video games,[715.4581813],[0.00607294]
online video games,[99.46497605],[0.00817537]
online video games,[105.5303187],[0.00206489]
online video games,[85.00552493],[0.01378527]
online video games,[51.61299837],[0.00404777]
online video games,[115.12669841],[0.00711679]
online video games,[110.34692693],[0.01378376]
online video games,[116.55806716],[0.00257784]
online video games,[491.9392916],[0.00204262]
online video games,[119.76194106],[0.01618388]
online video games,[105.15638432],[0.00761128]
online video games,[122.43282166],[0.00593578]
online video games,[126.26661316],[0.00587284]
online video games,[227.92192848],[0.00236151]
online video games,[107.27712189],[0.00116294]
online video games,[106.37158782],[0.03125327]
online video games,[111.99542708],[0.00271753]
online video games,[354.63226147],[0.00790711]
online video games,[157.93435705],[0.02875304]
online video games,[107.23535743],[0.00228355]
online video games,[219.1447791],[0.0006207]
online video games,[497.81387074],[0.00625969]
online video games,[243.14971152],[0.00720978]
online video games,[119.50591057],[0.01953132]
online video games,[121.04085872],[0.00137319]
online video games,[112.43584832],[0.00890139]
online video games,[73.73584682],[0.01047608]
online video games,[84.12889538],[0.01681775]
online video games,[165.36509611],[0.00284678]
online video games,[171.48787121],[0.00105683]
online video games,[100.23579146],[0.00256942]
online video games,[271.98819944],[0.00086948]
online video games,[120.81114285],[0.01823222]
online video games,[137.22622082],[0.00823429]
online video games,[115.41038319],[0.03568093]
online video games,[281.4544181],[0.00524839]
online video games,[107.99570194],[0.03864737]
online video games,[138.48804618],[0.00859186]
online video games,[115.79184505],[0.01153121]
online video games,[748.78632834],[0.00607179]
online video games,[115.16670971],[0.01534351]
online video games,[242.83440723],[0.00269171]
online video games,[85.36123645],[0.00876427]
online video games,[119.71167839],[0.00785959]
online video games,[114.98421979],[0.00127918]
online video games,[118.6424005],[0.00037612]
online video games,[113.89886863],[0.00196616]
online video games,[74.20074441],[0.00303936]
online video games,[117.94513115],[0.01047791]
online video games,[142.82528289],[0.0046557]
online video games,[78.35121782],[0.00549102]
online video games,[140.01418988],[0.02015562]
online video games,[138.74477542],[0.00898889]
online video games,[287.74989832],[0.0126012]
online video games,[856.00822098],[0.00361153]
online video games,[166.81937467],[0.00825084]
online video games,[114.9810184],[0.00114922]
online video games,[68.33222659],[0.00256689]
online video games,[309.95679951],[0.01244396]
online video games,[94.79458828],[0.01093579]
online video games,[135.92214033],[0.00440444]
online video games,[207.33947827],[0.01859058]
online video games,[344.48851363],[0.00288714]
online video games,[115.63162023],[0.00283206]
online video games,[193.67739341],[0.00030608]
online video games,[126.98691043],[0.00485128]
online video games,[96.62017429],[0.01554045]
online video games,[181.66645882],[0.00427448]
online video games,[122.98670109],[0.0162581]
online video games,[117.56092434],[0.00158798]
online video games,[114.98945168],[0.00425917]
online video games,[116.71573413],[0.00030621]
online video games,[113.71945614],[0.00156523]
online video games,[76.25795327],[0.00705692]
online video games,[112.87119232],[0.01418877]
online video games,[126.52677321],[0.0009254]
online video games,[123.88895912],[0.00029195]
online video games,[97.60233152],[0.02101094]
online video games,[694.36387112],[0.00074084]
online video games,[112.84045411],[0.00094435]
online video games,[121.83126982],[3.75270107e-05]
online video games,[126.06520608],[0.00570857]
online video games,[205.63660133],[0.02953375]
online video games,[78.79923419],[0.02166606]
online video games,[113.92457671],[0.00287607]
online video games,[79.92339165],[0.00270269]
online video games,[49.86382735],[0.00097456]
online video games,[580.5035747],[0.01797211]
online video games,[108.19012211],[0.01129906]
online video games,[294.63388982],[0.00023045]
online video games,[113.80323396],[0.00543596]
online video games,[162.62126674],[0.00090706]
online video games,[114.18051976],[0.02817005]
online video games,[83.78816347],[0.0015967]
online video games,[87.54646506],[0.01230931]
online video games,[207.10764431],[0.00053851]
online video games,[389.41146225],[0.04021918]
online video games,[354.18618189],[0.00134535]
online video games,[124.10933412],[0.01067344]
online video games,[141.35240247],[0.00352517]
online video games,[784.94860238],[0.00145165]
online video games,[708.0419706],[0.00541534]
online video games,[117.74788926],[0.00763692]
online video games,[137.61387351],[0.00163044]
online video games,[105.0897133],[0.0144024]
online video games,[722.72504928],[0.00270351]
online video games,[117.05884668],[0.0043452]
online video games,[541.99440104],[0.00277111]
online video games,[113.91116169],[0.00238813]
online video games,[548.02658534],[0.01347723]
online video games,[125.10911094],[0.00472101]
online video games,[400.20131595],[0.00428176]
online video games,[68.87136118],[0.00770102]
online video games,[125.36068007],[0.00870469]
online video games,[116.35234923],[0.00641806]
online video games,[64.11040189],[0.02267587]
online video games,[94.14735719],[0.00299289]
online video games,[119.9161193],[0.01927329]
online video games,[114.91459955],[0.00361472]
online video games,[201.99288259],[0.00530936]
online video games,[115.82034633],[0.00272554]
online video games,[115.28672418],[0.0122729]
online video games,[119.72308078],[0.00678964]
online video games,[69.38244604],[0.00274459]
online video games,[116.03673904],[0.00127094]
online video games,[198.92352898],[0.01244451]
online video games,[124.09665444],[0.00999066]
online video games,[118.39992325],[0.00813011]
online video games,[346.70407938],[0.00131743]
online video games,[90.18741656],[0.0007428]
online video games,[360.79950193],[0.00188985]
online video games,[118.73968381],[0.01328421]
online video games,[51.60264154],[0.00164873]
online video games,[87.56534145],[0.01637792]
online video games,[649.50018548],[0.00686432]
online video games,[114.59837853],[0.01607107]
online video games,[73.06465571],[0.00102364]
online video games,[91.67047969],[0.01912281]
online video games,[113.61846014],[0.00267335]
online video games,[120.1290359],[0.00156314]
online video games,[202.50151845],[0.0011104]
online video games,[149.01658714],[0.00376944]
online video games,[491.16066018],[0.00667059]
online video games,[133.57428499],[0.01475932]
online video games,[275.81100162],[0.00344669]
online video games,[88.01420896],[0.00789479]
online video games,[184.9063478],[0.00483052]
online video games,[115.1597418],[0.00168448]
online video games,[221.62560651],[0.00483214]
online video games,[114.96954821],[0.00675998]
online video games,[97.0563782],[0.00657446]
online video games,[266.45492612],[0.00297025]
online video games,[115.29691486],[0.00182644]
online video games,[123.69855872],[0.01037728]
online video games,[101.31930796],[0.00537866]
online video games,[124.90392578],[0.03322033]
online video games,[115.91335231],[0.01051059]
online video games,[759.04721498],[0.00088447]
online video games,[114.24179009],[0.00296268]
online video games,[95.05283629],[0.01698056]
online video games,[88.23233935],[0.03437081]
online video games,[99.52485863],[0.00484207]
online video games,[155.02148885],[0.00178547]
online video games,[160.42681998],[0.00514355]
online video games,[124.82294058],[0.00025207]
online video games,[160.73527692],[0.01146404]
online video games,[99.73312093],[0.02070208]
online video games,[115.81050339],[0.02443435]
online video games,[122.7355398],[0.01151774]
online video games,[85.52120572],[0.00085416]
online video games,[83.46693273],[0.00108022]
online video games,[114.87877298],[0.01553708]
online video games,[118.07241563],[0.00537327]
online video games,[97.7485903],[0.01146163]
online video games,[110.14347631],[0.00568002]
online video games,[114.58767792],[0.00782145]
online video games,[105.7280062],[0.00255768]
online video games,[132.86452319],[0.00438776]
online video games,[100.95214525],[0.01581477]
online video games,[91.96791579],[0.01723473]
online video games,[115.35619881],[0.00032015]
online video games,[118.61933162],[0.00609976]
online video games,[115.36244048],[0.00597522]
online video games,[77.70737893],[0.01590154]
online video games,[115.23037447],[0.00504559]
online video games,[135.36470678],[0.00615546]
online video games,[102.60205184],[0.01351421]
online video games,[133.48138789],[0.00209985]
online video games,[230.60881073],[0.00273881]
online video games,[285.82904953],[0.00078533]
online video games,[114.88830225],[0.01031848]
online video games,[113.54901119],[0.00803374]
online video games,[359.79526292],[0.00075961]
online video games,[366.80126243],[0.00340901]
online video games,[114.00907581],[0.00552022]
online video games,[114.93080892],[0.00677017]
online video games,[114.99636481],[0.02132128]
online video games,[58.74343034],[0.00817582]
online video games,[114.93783003],[0.02781465]
online video games,[183.59820425],[0.00725693]
online video games,[227.87758047],[0.01503643]
online video games,[82.76333443],[0.00358172]
online video games,[117.4820253],[0.02923268]
online video games,[115.3095612],[0.05886803]
online video games,[105.63394559],[0.01167784]
online video games,[105.31747515],[0.01654736]
online video games,[535.67766356],[0.00093444]
online video games,[81.09706652],[0.00050493]
online video games,[114.98929456],[0.00028262]
online video games,[228.78511884],[0.02604739]
online video games,[116.92902962],[0.00168319]
online video games,[135.00529776],[0.01129962]
online video games,[156.06100768],[0.02007408]
online video games,[116.53249579],[0.0038909]
online video games,[108.72694515],[0.00200234]
online video games,[54.31266239],[0.01933624]
online video games,[114.33398164],[0.02065384]
online video games,[115.06516606],[0.00201904]
online video games,[107.94367281],[0.00573074]
online video games,[150.7265955],[0.02165612]
online video games,[829.24477717],[0.00399153]
online video games,[222.74473728],[0.02696165]
online video games,[121.02461431],[0.00402657]
online video games,[117.02145527],[0.00364063]
online video games,[130.18567624],[0.00149918]
online video games,[116.06989822],[0.00043401]
online video games,[115.22804474],[0.00619607]
online video games,[121.08366383],[0.00821763]
online video games,[272.54744314],[0.01180883]
online video games,[110.07157875],[0.00349604]
online video games,[125.77383023],[0.01929998]
online video games,[98.38675269],[0.00021899]
online video games,[229.08924872],[0.02327303]
online video games,[64.55405259],[0.00110685]
online video games,[116.42099765],[0.01837235]
online video games,[130.67990315],[0.00082002]
online video games,[97.35104786],[0.00061358]
online video games,[115.02542008],[0.00695467]
online video games,[114.76233723],[0.00516991]
online video games,[118.44461147],[0.00693778]
online video games,[138.07620064],[0.00043673]
online video games,[54.23138711],[0.00506023]
online video games,[124.38325242],[0.00048088]
online video games,[212.37761017],[0.01257323]
online video games,[115.06811144],[0.00950406]
online video games,[110.29411724],[0.00577706]
online video games,[136.71150624],[0.01711928]
online video games,[122.10813227],[0.01873061]
online video games,[227.55585634],[0.01119232]
online video games,[122.54113449],[0.02543905]
online video games,[101.34835964],[0.01843607]
online video games,[141.25087995],[0.00509964]
online video games,[74.26047038],[0.01053781]
online video games,[57.03676101],[0.0339847]
online video games,[113.88114101],[0.00776051]
online video games,[112.79346877],[0.01837551]
online video games,[109.78182538],[0.00206021]
online video games,[119.19542121],[0.02048348]
online video games,[89.24923254],[0.02329962]
online video games,[264.80846398],[0.00616835]
online video games,[114.48972155],[0.00654698]
online video games,[344.33887472],[0.0044934]
online video games,[204.33100685],[0.01393682]
online video games,[75.06989507],[0.0003888]
online video games,[225.34226153],[0.01216916]
online video games,[110.89237468],[0.00989158]
online video games,[132.63672026],[0.00378488]
online video games,[161.85201322],[0.00092823]
online video games,[166.51376918],[0.0071406]
online video games,[118.8562565],[0.02244523]
online video games,[86.39743476],[0.00288501]
online video games,[161.61594554],[0.02109657]
online video games,[177.885707],[0.02788357]
online video games,[112.92305153],[0.00373503]
online video games,[121.03480149],[0.02058123]
online video games,[137.90401583],[0.01060216]
online video games,[110.91982143],[0.01053007]
online video games,[54.27481406],[0.0058033]
online video games,[120.75710409],[0.01516508]
online video games,[88.6528025],[0.0192994]
online video games,[106.61919816],[0.008072]
online video games,[185.89866074],[0.00036619]
online video games,[117.54969984],[0.00092499]
online video games,[122.86201426],[0.00168426]
online video games,[154.6190973],[0.01005212]
online video games,[151.61461789],[0.00503993]
online video games,[91.26634335],[0.00608069]
online video games,[106.95599351],[0.00060934]
online video games,[99.19397916],[0.00277123]
online video games,[114.98470106],[0.00191881]
online video games,[107.03986832],[0.00100252]
online video games,[115.12818517],[0.00435953]
online video games,[81.84020141],[0.01768758]
online video games,[109.51596598],[0.00035565]
online video games,[95.85146582],[0.00431931]
online video games,[165.48658874],[0.01297071]
online video games,[115.37100434],[0.00526955]
online video games,[48.88769879],[0.0070768]
online video games,[540.61201498],[0.01013553]
online video games,[114.99770839],[0.02317789]
online video games,[57.24056842],[0.00710102]
online video games,[114.94520142],[0.01579556]
online video games,[137.36856183],[0.02368845]
online video games,[90.14400126],[0.01104216]
online video games,[171.52631441],[0.00515404]
online video games,[114.279402],[0.02502182]
online video games,[128.91861008],[0.00322213]
online video games,[157.11341978],[0.00157754]
online video games,[97.20075228],[0.00052918]
online video games,[147.21231741],[0.03645023]
online video games,[115.22108414],[0.00659264]
online video games,[114.99931597],[0.00358158]
online video games,[102.24165919],[0.00799063]
online video games,[118.7420406],[0.01879562]
online video games,[79.08456152],[0.02502529]
online video games,[117.70201271],[0.00041471]
online video games,[104.40114115],[0.00164374]
online video games,[108.02137763],[0.0032358]
online video games,[62.56182432],[0.00026348]
online video games,[122.48619292],[0.00033266]
online video games,[71.2898499],[0.00865578]
online video games,[146.34709413],[0.02211985]
online video games,[159.63030727],[0.01182328]
online video games,[102.22091374],[0.00165935]
online video games,[115.42005933],[0.00338321]
online video games,[111.24103942],[0.01722963]
online video games,[124.52019484],[0.03116474]
online video games,[115.69065074],[0.01629558]
online video games,[148.01266726],[0.00950918]
online video games,[115.9465565],[0.00446953]
online video games,[81.28061513],[0.01022946]
online video games,[151.31356763],[0.0123883]
online video games,[134.98021681],[0.01881668]
online video games,[111.308423],[0.01279955]
online video games,[115.4359822],[0.00408758]
online video games,[111.15592955],[0.01069875]
online video games,[112.11427736],[0.00682849]
online video games,[116.65054734],[0.00162663]
online video games,[111.71684401],[0.00100242]
online video games,[114.36994085],[0.02107768]
online video games,[289.54737154],[0.00160139]
online video games,[129.04415489],[0.00703981]
online video games,[158.35225486],[0.0078788]
online video games,[160.39795326],[0.01198069]
online video games,[99.29383795],[0.00506007]
online video games,[51.83148768],[0.00960119]
online video games,[1231.43402551],[0.00118378]
online video games,[113.87921895],[0.00130487]
online video games,[110.32358026],[0.00475925]
online video games,[636.10873327],[0.00013228]
online video games,[56.61433447],[0.00386831]
online video games,[90.74404293],[0.0065336]
online video games,[116.83271111],[0.005554]
online video games,[112.59243588],[0.01821092]
online video games,[115.03404428],[0.00137947]
online video games,[257.08977686],[0.00681859]
online video games,[114.67501941],[0.00188257]
online video games,[113.93735299],[0.0006604]
online video games,[154.86849264],[0.00248749]
online video games,[114.8661367],[9.74480341e-05]
online video games,[118.34310102],[0.02437566]
online video games,[113.17553563],[0.00990758]
online video games,[114.1058267],[0.00996432]
online video games,[170.38603169],[0.00058046]
online video games,[120.41442598],[0.0096222]
online video games,[181.36457306],[0.0053456]
online video games,[123.37647841],[0.00352815]
online video games,[114.38654692],[0.00792157]
online video games,[115.69649948],[0.02654643]
online video games,[46.32667918],[0.01121982]
online video games,[453.21051926],[0.01101309]
online video games,[118.42963889],[0.00310801]
online video games,[118.6850661],[0.0174274]
online video games,[117.19697669],[0.00012653]
online video games,[125.79418359],[0.01662646]
online video games,[306.35755394],[0.00499913]
online video games,[113.86356431],[0.01450135]
online video games,[115.73127084],[0.00360169]
online video games,[115.53871084],[0.00473378]
online video games,[114.93119541],[0.00231661]
online video games,[75.4925212],[0.00187815]
online video games,[141.43631557],[0.00696022]
online video games,[145.85544189],[0.01940142]
online video games,[115.02068391],[0.00615804]
online video games,[413.73497552],[0.00138734]
online video games,[142.99951937],[0.08269501]
online video games,[513.64936661],[0.00172695]
online video games,[798.76748754],[0.00690746]
online video games,[174.26419537],[0.00192547]
online video games,[144.70666938],[0.03159137]
online video games,[175.02512925],[0.01327145]
online video games,[123.86791893],[0.00237201]
online video games,[148.55565424],[0.01472588]
online video games,[491.85867177],[0.00410996]
online video games,[55.40960999],[0.00164263]
online video games,[124.17519775],[0.00148555]
online video games,[108.62188551],[0.00992558]
online video games,[114.72826599],[0.00059577]
online video games,[115.72087537],[0.00075565]
online video games,[95.50908108],[0.00073907]
online video games,[210.28954317],[0.00500137]
online video games,[174.79607621],[0.00144926]
online video games,[578.75474359],[0.00858553]
online video games,[81.32173407],[0.00705539]
online video games,[218.75052328],[0.00075864]
online video games,[108.04231345],[2.22508464e-05]
online video games,[157.24022815],[0.02556431]
online video games,[140.19593141],[0.0019711]
online video games,[116.65497644],[0.00508915]
online video games,[68.70226357],[0.00117457]
online video games,[60.76012707],[0.00642446]
online video games,[108.17093743],[0.00316124]
online video games,[115.79808034],[0.0063066]
online video games,[441.34724339],[0.00684531]
online video games,[91.38675726],[0.00705534]
online video games,[136.21447188],[0.00133922]
online video games,[161.5727353],[0.00915557]
online video games,[213.11729222],[0.00868535]
online video games,[115.2266709],[0.00163724]
online video games,[117.21605241],[0.00455556]
online video games,[115.24141138],[0.00316127]
online video games,[116.36734618],[0.00254842]
online video games,[116.22754601],[0.01024426]
online video games,[199.1136765],[0.02532838]
online video games,[126.31156576],[0.00659809]
online video games,[63.20049405],[0.01829345]
online video games,[122.69953989],[0.00208508]
online video games,[112.45676934],[0.00665639]
online video games,[88.40603537],[0.01118001]
online video games,[162.25601183],[0.01749769]
online video games,[127.75271146],[0.00267543]
online video games,[115.11776339],[0.0026283]
online video games,[95.47959765],[0.00077887]
online video games,[117.36505582],[0.00215436]
online video games,[129.19117148],[0.00067789]
online video games,[149.4307467],[0.00299717]
online video games,[115.2175075],[0.00217063]
online video games,[328.92511855],[0.00701017]
online video games,[117.46841581],[0.00464559]
online video games,[77.38247499],[0.00761809]
online video games,[114.57440733],[0.00038409]
online video games,[131.00997004],[0.00021254]
online video games,[180.07863028],[0.00239415]
online video games,[132.81867113],[0.00813782]
online video games,[91.97738848],[0.00146231]
online video games,[96.50598337],[0.0012372]
online video games,[169.3557447],[0.00362927]
online video games,[394.00766763],[0.01988696]
online video games,[115.02403913],[0.04744799]
online video games,[161.67240176],[0.00352528]
online video games,[111.07043575],[0.00410179]
online video games,[738.81017248],[0.00332707]
online video games,[148.66670782],[0.01765485]
online video games,[114.97333837],[0.00450188]
online video games,[131.78590266],[0.00127548]
online video games,[75.75947604],[0.01347836]
online video games,[54.48377583],[0.00434605]
online video games,[133.76270652],[0.00686979]
online video games,[115.00277439],[0.01010451]
online video games,[115.48088783],[0.0004784]
online video games,[81.58324559],[0.00050472]
online video games,[118.93359266],[0.019587]
online video games,[115.70915883],[0.00306883]
online video games,[138.03119403],[0.00300087]
online video games,[115.90040647],[0.00650332]
online video games,[113.21647706],[0.0013387]
online video games,[115.08069769],[0.00065637]
online video games,[93.3988087],[0.00563169]
online video games,[113.06481408],[0.00915822]
online video games,[167.30178089],[0.01112493]
online video games,[112.96499403],[0.00270254]
online video games,[113.20202671],[0.01257063]
online video games,[104.69189658],[0.00551968]
online video games,[115.06440461],[0.02132604]
online video games,[86.90772346],[0.01300893]
online video games,[177.50593941],[0.03048852]
online video games,[92.66656399],[0.0024366]
online video games,[104.01915781],[0.01644615]
online video games,[115.00357522],[0.00424429]
online video games,[109.20608626],[0.00831691]
online video games,[155.86935919],[0.00548369]
online video games,[181.4603006],[0.03014384]
online video games,[99.52262318],[0.00079057]
online video games,[115.42435265],[0.00260136]
online video games,[207.44445001],[0.03703808]
online video games,[114.41451268],[0.00016996]
online video games,[114.99981368],[0.00062484]
online video games,[117.70734797],[0.04157185]
online video games,[142.92280992],[0.00363673]
online video games,[115.459229],[0.00353933]
online video games,[356.65129555],[0.01122753]
online video games,[114.94874681],[0.000708]
online video games,[104.43405942],[0.00874483]
online video games,[103.00773957],[0.00570581]
online video games,[129.58787218],[0.00161147]
online video games,[267.69972216],[0.00050715]
online video games,[114.1018892],[0.01544507]
online video games,[121.45199058],[0.0258714]
online video games,[115.63327288],[0.00483522]
online video games,[124.1995423],[0.02077164]
online video games,[84.23224602],[0.00280176]
online video games,[112.10277925],[0.00857127]
online video games,[117.28241299],[0.00788576]
online video games,[117.94638859],[0.002982]
online video games,[103.02387361],[2.5058506e-05]
online video games,[119.64186863],[0.00671172]
online video games,[324.09062468],[0.01486853]
online video games,[86.68462342],[0.00121871]
online video games,[134.18151759],[0.02840873]
online video games,[122.70042477],[0.00355495]
online video games,[110.47107367],[0.00503238]
online video games,[60.9981956],[6.97197706e-05]
online video games,[66.77640109],[0.01298034]
online video games,[97.31073693],[0.00299085]
online video games,[115.506724],[0.00938425]
online video games,[124.23904197],[0.01627153]
online video games,[134.39867562],[0.00718723]
online video games,[115.82333537],[0.00394385]
online video games,[128.83058453],[0.00598987]
online video games,[112.13180345],[0.01590525]
online video games,[120.02322407],[0.0231285]
online video games,[167.23741351],[0.00075309]
online video games,[219.60250855],[0.01240944]
online video games,[125.24523122],[0.00790802]
online video games,[165.15483947],[0.00199061]
online video games,[95.02156181],[0.00651991]
online video games,[122.47183017],[0.00271991]
online video games,[151.51226166],[0.00477948]
online video games,[180.15048288],[0.0025571]
online video games,[116.99125855],[0.01598159]
online video games,[113.0814875],[0.00082106]
online video games,[113.50617379],[0.01337681]
online video games,[192.34018909],[0.01106898]
online video games,[121.41291709],[0.01547858]
online video games,[125.70035446],[0.00028536]
online video games,[68.39632325],[0.02073467]
online video games,[120.29719722],[0.01068125]
online video games,[173.24810672],[0.00737674]
online video games,[92.51816572],[0.00112805]
online video games,[114.75862385],[0.01442137]
online video games,[116.55384758],[0.00438202]
online video games,[125.18927523],[0.00969265]
online video games,[113.90076114],[0.00439336]
online video games,[114.05410077],[0.00914628]
online video games,[246.09739741],[0.0022523]
online video games,[82.99875923],[0.001704]
online video games,[95.13116197],[0.01560091]
online video games,[221.08934965],[0.00528781]
online video games,[119.07752371],[0.01325775]
online video games,[115.00338],[0.01135595]
online video games,[115.42965938],[0.0069771]
online video games,[116.01054796],[0.002744]
online video games,[68.59962134],[0.00458196]
online video games,[105.2848261],[0.0005231]
online video games,[115.20464541],[0.03391232]
online video games,[545.26457127],[0.00129867]
online video games,[128.07649563],[0.01445447]
online video games,[113.54494139],[0.00034313]
online video games,[166.10975102],[0.00035408]
online video games,[105.00063525],[1.64578379e-05]
online video games,[115.27370418],[0.00714388]
online video games,[121.86821819],[0.01100405]
online video games,[114.78550447],[0.00037734]
online video games,[110.09348305],[0.05183995]
online video games,[77.81100698],[0.03173232]
online video games,[621.43540101],[0.00082211]
online video games,[117.04768517],[0.00454462]
online video games,[107.73100018],[0.01658128]
online video games,[122.49229989],[0.01259243]
online video games,[144.63827482],[0.01521146]
online video games,[113.11353075],[0.00452404]
online video games,[69.51386979],[0.00566264]
online video games,[61.36596335],[0.01092077]
online video games,[117.29511193],[0.00333498]
online video games,[114.7072941],[0.00202265]
online video games,[127.42707331],[0.03894693]
online video games,[178.23939408],[0.01735031]
online video games,[124.79823746],[0.00194287]
online video games,[195.99057694],[0.001313]
online video games,[174.39562719],[0.00751435]
online video games,[316.29197889],[0.0019421]
online video games,[114.99586891],[0.01433306]
online video games,[112.07167368],[0.01190818]
online video games,[117.35049926],[0.0276954]
online video games,[111.50258062],[0.00875978]
online video games,[87.39690649],[0.01710755]
online video games,[115.05222604],[0.00862993]
online video games,[115.65777131],[0.03809423]
online video games,[116.97764787],[0.00149555]
online video games,[138.14736486],[0.00960421]
online video games,[103.83370889],[0.01218941]
online video games,[299.79671635],[0.00048466]
online video games,[55.19364181],[0.02391589]
online video games,[114.87550991],[0.03896305]
online video games,[161.48758429],[0.01410245]
online video games,[333.48760694],[0.01103691]
